title,rating,feature
Indiana Jones and the Last Crusade,8.2,1938 father professor henry jones sr go miss pursue holy grail professor henry indiana jones jr find adolf hitler nazi stop obtain power action adventure steven spielberg harrison ford sean connery alison doody denholm elliott
Dom za vesanje,8.2,luminous tale set area around sarajevo italy perhan engage young romany gypsy telekinetic power seduce quickcash world petty crime threaten destroy love comedy crime drama emir kusturica davor dujmovic bora todorovic ljubica adzovic husnija hasimovic
Tonari no Totoro,8.2,two girl move country near ail mother adventure wondrous forest spirit live nearby animation family fantasy hayao miyazaki hitoshi takagi noriko hidaka chika sakamoto shigesato itoi
Die Hard,8.2,nypd officer try save wife several others take hostage german terrorist christmas party nakatomi plaza los angeles action thriller john mctiernan bruce willis alan rickman bonnie bedelia reginald veljohnson
Ran,8.2,medieval japan elderly warlord retire hand empire three son however vastly underestimate newfound power corrupt turn action drama war akira kurosawa tatsuya nakadai akira terao jinpachi nezu daisuke ryû
Raging Bull,8.2,life boxer jake lamotta whose violence temper lead top ring destroy life outside biography drama sport martin scorsese robert de niro cathy moriarty joe pesci frank vincent
Stalker,8.2,guide lead two men area know zone find room grant wish drama science fiction andrei tarkovsky alisa freyndlikh aleksandr kaydanovskiy anatoliy solonitsyn nikolay grinko
Höstsonaten,8.2,married daughter long mother love visit latter successful concert pianist drama music ingmar bergman ingrid bergman liv ullmann lena nyman halvar björk
The Message,8.2,epic historical drama chronicle life time prophet muhammad serve introduction early islamic history biography drama history moustapha akkad anthony quinn irene papas michael ansara johnny sekka
Sholay,8.2,family murder notorious ruthless bandit former police officer enlist service two outlaw capture bandit action adventure comedy ramesh sippy sanjeev kumar dharmendra amitabh bachchan amjad khan
Monty Python and the Holy Grail,8.2,king arthur knight round table embark surreal lowbudget search holy grail encounter many silly obstacle adventure comedy fantasy terry gilliam terry jones graham chapman john cleese eric idle
The Great Escape,8.2,allied prisoner war plan several hundred number escape german camp world war ii adventure drama history john sturges steve mcqueen james garner richard attenborough charles bronson
To Kill a Mockingbird,8.2,atticus finch lawyer depressionera south defend black man undeserved rape charge child prejudice crime drama robert mulligan gregory peck john megna frank overton rosemary murphy
Yôjinbô,8.2,crafty ronin come town divide two criminal gang decides play free town action drama thriller akira kurosawa toshirô mifune eijirô tôno tatsuya nakadai yôko tsukasa
Judgment at Nuremberg,8.2,1948 american court occupied germany try four nazi judge war crime drama war stanley kramer spencer tracy burt lancaster richard widmark marlene dietrich
Some Like It Hot,8.2,two male musician witness mob hit flee state allfemale band disguise woman complication set comedy music romance billy wilder marilyn monroe tony curtis jack lemmon george raft
Smultronstället,8.2,live life mark coldness aging professor force confront emptiness existence drama romance ingmar bergman victor sjöström bibi andersson ingrid thulin gunnar björnstrand
Det sjunde inseglet,8.2,man seek answer life death existence god play chess grim reaper black plague drama fantasy history ingmar bergman max von sydow gunnar björnstrand bengt ekerot nils poppe
Du rififi chez les hommes,8.2,four men plan technically perfect crime human element intervenes crime drama thriller jules dassin jean servais carl möhner robert manuel janine darcey
Dial M for Murder,8.2,former tennis player try arrange wife murder learn affair crime thriller alfred hitchcock ray milland grace kelly robert cummings john williams
Tôkyô monogatari,8.2,old couple visit child grandchild city receive little attention drama yasujirô ozu chishû ryû chieko higashiyama sô yamamura setsuko hara
Rashômon,8.2,rape bride murder samurai husband recall perspective bandit bride samurai ghost woodcutter crime drama mystery akira kurosawa toshirô mifune machiko kyô masayuki mori takashi shimura
All About Eve,8.2,seemingly timid secretly ruthless ingénue insinuate life age broadway star circle theater friend drama joseph l. mankiewicz bette davis anne baxter george sanders celeste holm
The Treasure of the Sierra Madre,8.2,two american search work mexico convince old prospector help mine gold sierra madre mountain adventure drama western john huston humphrey bogart walter huston tim holt bruce bennett
To Be or Not to Be,8.2,nazi occupation poland act troupe becomes embroil polish soldier effort track german spy comedy war ernst lubitsch carole lombard jack benny robert stack felix bressart
The Gold Rush,8.2,prospector go klondike search gold find adventure comedy drama charles chaplin charles chaplin mack swain tom murray henry bergman
Sherlock Jr.,8.2,film projectionist longs detective put meagre skill work frame rival steal girlfriend father pocketwatch action comedy romance buster keaton buster keaton kathryn mcguire joe keaton erwin connelly
Portrait de la jeune fille en feu,8.1,isolated island brittany end eighteenth century female painter oblige paint wedding portrait young woman drama romance céline sciamma noémie merlant adèle haenel luàna bajrami valeria golino
Pink,8.1,three young woman implicate crime retired lawyer step forward help clear name drama thriller aniruddha roy chowdhury taapsee pannu amitabh bachchan kirti kulhari andrea tariang
Koe no katachi,8.1,young man ostracize classmate bully deaf girl point move away year later set path redemption animation drama family naoko yamada miyu irino saori hayami aoi yûki kenshô ono
Contratiempo,8.1,successful entrepreneur accuse murder witness preparation expert less three hour come impregnable defense crime drama mystery oriol paulo mario casas ana wagener jose coronado bárbara lennie
Ah-ga-ssi,8.1,woman hire handmaiden japanese heiress secretly involve plot defraud drama romance thriller chan-wook park kim min-hee jung-woo ha cho jin-woong moon so-ri
Mommy,8.1,widowed single mother raise violent son alone find new hope mysterious neighbor insert household drama xavier dolan anne dorval antoine olivier pilon suzanne clément patrick huard
Haider,8.1,young man return kashmir father disappearance confront uncle suspect play role father fate action crime drama vishal bhardwaj shahid kapoor tabu shraddha kapoor kay kay menon
Logan,8.1,future mutant nearly extinct elderly weary logan lead quiet life laura mutant child pursue scientist come help must get safety action drama science fiction james mangold hugh jackman patrick stewart dafne keen boyd holbrook
Room,8.1,hold captive 7 year enclosed space woman young son finally gain freedom allow boy experience outside world first time drama thriller lenny abrahamson brie larson jacob tremblay sean bridgers wendy crewson
Relatos salvajes,8.1,six short story explore extremity human behavior involve people distress comedy drama thriller damián szifron darío grandinetti maría marull mónica villa diego starosta
Soul,8.1,land gig lifetime new york jazz pianist suddenly find trap strange land earth afterlife animation adventure comedy pete docter kemp powers jamie foxx tina fey graham norton
Kis Uykusu,8.1,hotel owner landlord remote turkish village deal conflict within family tenant behind rent drama nuri bilge ceylan haluk bilginer melisa sözen demet akbag ayberk pekcan
PK,8.1,alien earth lose device use communicate spaceship innocent nature childlike question force country evaluate impact religion people comedy drama musical rajkumar hirani aamir khan anushka sharma sanjay dutt boman irani
OMG: Oh My God!,8.1,shopkeeper take god court shop destroy earthquake comedy drama fantasy umesh shukla paresh rawal akshay kumar mithun chakraborty mahesh manjrekar
The Grand Budapest Hotel,8.1,writer encounter owner age highclass hotel tell early year serve lobby boy hotel glorious year exceptional concierge adventure comedy crime wes anderson ralph fiennes f. murray abraham mathieu amalric adrien brody
Gone Girl,8.1,wife disappearance become focus intense medium circus man see spotlight turn suspect may innocent drama mystery thriller david fincher ben affleck rosamund pike neil patrick harris tyler perry
